404004 - 1 for period 32 to 32
404004,32, Stock Issue,115069,02/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Medical Ward 2 (TB Ward)
404004,32, Stock Issue,115070,02/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Lena Peadiatric Department
404004,32, Stock Issue,115085,02/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Maternity Ward
404004,32, Stock Issue,115090,02/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Laboratory Department
404004,32, Stock Issue,115100,02/09/2011,18000,,ST0043 x 2 @ 9000.0000 ,Laboratory Department
404004,32, Stock Issue,115266,02/09/2011,47.2,,ST0056 x 1 @ 47.2000 ,Maternity Ward
404004,32, Stock Issue,115281,02/09/2011,2000,,ST0070 x 10 @ 200.0000 ,Medical Records Department
404004,32, Stock Issue,116729,02/09/2011,20521.7,,ST0023 x 1000 @ 20.5217 ,Medical Records Department
404004,32, Stock Issue,115400,03/09/2011,38714.6555,,ST0049 x 1 @ 38714.6555 ,RCHS Department
404004,32, Stock Issue,115614,03/09/2011,18000,,ST0043 x 2 @ 9000.0000 ,Laboratory Department
404004,32, Stock Issue,115702,05/09/2011,47.2,,ST0056 x 1 @ 47.2000 ,Maternity Ward
404004,32, Stock Issue,115710,05/09/2011,8686.8,,ST0001 x 1 @ 8686.8000 ,Lena Peadiatric Department
404004,32, Stock Issue,115790,05/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Medical Ward 1 (Old Ward)
404004,32, Stock Issue,115824,05/09/2011,21500,,ST00190 x 1 @ 21500.0000 ,Administration
404004,32, Stock Issue,116744,05/09/2011,8028.4032,,ST0012 x 2 @ 4014.2016 ,Care and Treatment Clinic
404004,32, Stock Issue,116750,05/09/2011,2950,,ST0005 x 1 @ 2950.0000 ,Medical Records Department
404004,32, Stock Issue,115882,06/09/2011,262.498,,ST0018 x 1 @ 262.4980 ,Medical Ward 1 (Old Ward)
404004,32, Stock Issue,115986,06/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Laboratory Department
404004,32, Stock Issue,116779,06/09/2011,13415,,ST0037 x 500 @ 26.8300 ,Diabetic Clinic
404004,32, Stock Issue,116782,06/09/2011,13415,,ST0036 x 500 @ 26.8300 ,OP department
404004,32, Stock Issue,116784,06/09/2011,13415,,ST0038 x 500 @ 26.8300 ,OP department
404004,32, Stock Issue,116185,07/09/2011,9000,,ST0043 x 1 @ 9000.0000 ,Hazina
404004,32, Stock Issue,116401,07/09/2011,45000,,ST0043 x 5 @ 9000.0000 ,Administration
404004,32, Stock Issue,116433,07/09/2011,47.2,,ST0056 x 1 @ 47.2000 ,RCHS Department
